date,aod_value,state,aod_type
2010-01-01,93.98405645582854,IL,55
2010-01-02,,IL,55
2010-01-03,,IL,55
2010-01-04,,IL,55
2010-01-05,,IL,55
2010-01-06,,IL,55
2010-01-07,,IL,55
2010-01-08,,IL,55
2010-01-09,,IL,55
2010-01-10,,IL,55
2010-01-11,,IL,55
2010-01-12,,IL,55
2010-01-13,141.14489100788407,IL,55
2010-01-14,,IL,55
2010-01-15,,IL,55
2010-01-16,,IL,55
2010-01-17,248.85714285714286,IL,55
2010-01-18,,IL,55
2010-01-19,90.4323155249032,IL,55
2010-01-20,,IL,55
2010-01-21,,IL,55
2010-01-22,,IL,55
2010-01-23,,IL,55
2010-01-24,,IL,55
2010-01-25,,IL,55
2010-01-26,,IL,55
2010-01-27,,IL,55
2010-01-28,137.72352185089974,IL,55
2010-01-29,166.09972337103886,IL,55
2010-01-30,123.26181660555923,IL,55
2010-01-31,,IL,55
2010-02-01,,IL,55
2010-02-02,,IL,55
2010-02-03,,IL,55
2010-02-04,,IL,55
2010-02-05,,IL,55
2010-02-06,,IL,55
2010-02-07,275.5868291276442,IL,55
2010-02-08,,IL,55
2010-02-09,,IL,55
2010-02-10,,IL,55
2010-02-11,135.596838607402,IL,55
2010-02-12,146.3493892853774,IL,55
2010-02-13,83.31695142499152,IL,55
2010-02-14,109.23511206628086,IL,55
2010-02-15,,IL,55
2010-02-16,,IL,55
2010-02-17,,IL,55
2010-02-18,96.260207977424,IL,55
2010-02-19,89.05044475417631,IL,55
2010-02-20,,IL,55
2010-02-21,,IL,55
2010-02-22,,IL,55
2010-02-23,,IL,55
2010-02-24,,IL,55
2010-02-25,160.80693710698236,IL,55
2010-02-26,,IL,55
2010-02-27,,IL,55
2010-02-28,,IL,55
2010-03-01,,IL,55
2010-03-02,,IL,55
2010-03-03,270.56110471657007,IL,55
2010-03-04,73.43720563589797,IL,55
2010-03-05,67.08469675808298,IL,55
2010-03-06,109.84369870110038,IL,55
2010-03-07,,IL,55
2010-03-08,,IL,55
2010-03-09,,IL,55
2010-03-10,453.44615384615383,IL,55
2010-03-11,,IL,55
2010-03-12,,IL,55
2010-03-13,,IL,55
2010-03-14,117.88232109117253,IL,55
2010-03-15,,IL,55
2010-03-16,61.7397262334606,IL,55
2010-03-17,29.734886121230886,IL,55
2010-03-18,137.54299488345782,IL,55
2010-03-19,127.73802171894715,IL,55
2010-03-20,,IL,55
2010-03-21,380.9616175935731,IL,55
2010-03-22,104.95028649047066,IL,55
2010-03-23,64.35319119659835,IL,55
2010-03-24,,IL,55
2010-03-25,,IL,55
2010-03-26,62.781344528529175,IL,55
2010-03-27,266.0769230769231,IL,55
2010-03-28,233.1201360666547,IL,55
2010-03-29,139.38512580815578,IL,55
2010-03-30,254.26345365185938,IL,55
2010-03-31,,IL,55
2010-04-01,165.42091767763964,IL,55
2010-04-02,,IL,55
2010-04-03,138.8121132638873,IL,55
2010-04-04,218.21394484323602,IL,55
2010-04-05,179.98221867884104,IL,55
2010-04-06,,IL,55
2010-04-07,,IL,55
2010-04-08,,IL,55
2010-04-09,108.4728189072145,IL,55
2010-04-10,416.56046934178534,IL,55
2010-04-11,,IL,55
2010-04-12,389.75498471328666,IL,55
2010-04-13,273.42574046020457,IL,55
2010-04-14,256.24978888508656,IL,55
2010-04-15,,IL,55
2010-04-16,219.11708910299944,IL,55
2010-04-17,129.9468356803283,IL,55
2010-04-18,83.81776554877175,IL,55
2010-04-19,349.1111111111111,IL,55
2010-04-20,392.68441064638785,IL,55
2010-04-21,218.08809626005612,IL,55
2010-04-22,244.9601667533056,IL,55
2010-04-23,,IL,55
2010-04-24,,IL,55
2010-04-25,,IL,55
2010-04-26,78.0513007847997,IL,55
2010-04-27,94.80442656052517,IL,55
2010-04-28,100.70218339954643,IL,55
2010-04-29,307.6002185962995,IL,55
2010-04-30,,IL,55
2010-05-01,,IL,55
2010-05-02,225.63240939573197,IL,55
2010-05-03,163.33501556772035,IL,55
2010-05-04,109.42207308556254,IL,55
2010-05-05,199.86077441843568,IL,55
2010-05-06,226.45867152064315,IL,55
2010-05-07,,IL,55
2010-05-08,,IL,55
2010-05-09,135.03771695205344,IL,55
2010-05-10,334.0810276679841,IL,55
2010-05-11,,IL,55
2010-05-12,,IL,55
2010-05-13,263.7690106039132,IL,55
2010-05-14,210.50092262808687,IL,55
2010-05-15,,IL,55
2010-05-16,136.7099589613493,IL,55
2010-05-17,,IL,55
2010-05-18,,IL,55
2010-05-19,93.34677502441308,IL,55
2010-05-20,,IL,55
2010-05-21,,IL,55
2010-05-22,387.58765355235755,IL,55
2010-05-23,268.7387771046596,IL,55
2010-05-24,351.9880869797453,IL,55
2010-05-25,250.58498846304988,IL,55
2010-05-26,338.2125920788737,IL,55
2010-05-27,173.4587133647498,IL,55
2010-05-28,70.72995060952248,IL,55
2010-05-29,193.42851324650024,IL,55
2010-05-30,304.9784694336609,IL,55
2010-05-31,,IL,55
2010-06-01,169.78260456871925,IL,55
2010-06-02,,IL,55
2010-06-03,82.58617450486597,IL,55
2010-06-04,,IL,55
2010-06-05,308.6363636363636,IL,55
2010-06-06,155.51274447001887,IL,55
2010-06-07,122.41724368368534,IL,55
2010-06-08,,IL,55
2010-06-09,175.50280448911315,IL,55
2010-06-10,,IL,55
2010-06-11,,IL,55
2010-06-12,575.7852750447227,IL,55
2010-06-13,,IL,55
2010-06-14,,IL,55
2010-06-15,,IL,55
2010-06-16,146.0277177518289,IL,55
2010-06-17,152.92524775853755,IL,55
2010-06-18,120.44984464243672,IL,55
2010-06-19,57.2340989020675,IL,55
2010-06-20,157.2365205654903,IL,55
2010-06-21,158.6884950886051,IL,55
2010-06-22,254.20111528298494,IL,55
2010-06-23,406.7,IL,55
2010-06-24,124.53142285161645,IL,55
2010-06-25,241.6243686668136,IL,55
2010-06-26,164.24405001336785,IL,55
2010-06-27,273.070197814381,IL,55
2010-06-28,107.67228605173152,IL,55
2010-06-29,165.53696742220083,IL,55
2010-06-30,,IL,55
2010-07-01,67.03881850229314,IL,55
2010-07-02,64.35203334890409,IL,55
2010-07-03,92.12329984853194,IL,55
2010-07-04,121.25139286241314,IL,55
2010-07-05,210.37463923012564,IL,55
2010-07-06,274.22980502987656,IL,55
2010-07-07,223.45131003346629,IL,55
2010-07-08,197.2029519455206,IL,55
2010-07-09,127.93354144932044,IL,55
2010-07-10,147.27815829828117,IL,55
2010-07-11,,IL,55
2010-07-12,243.31149521500015,IL,55
2010-07-13,173.78713378039882,IL,55
2010-07-14,259.46102053318134,IL,55
2010-07-15,,IL,55
2010-07-16,101.90001831724743,IL,55
2010-07-17,142.7805797272683,IL,55
2010-07-18,331.48597486204784,IL,55
2010-07-19,394.8393073921526,IL,55
2010-07-20,328.18040233614533,IL,55
2010-07-21,184.78787997251084,IL,55
2010-07-22,,IL,55
2010-07-23,96.67564210931175,IL,55
2010-07-24,147.97787702754965,IL,55
2010-07-25,117.57067155036913,IL,55
2010-07-26,176.20846800387426,IL,55
2010-07-27,350.82308068529915,IL,55
2010-07-28,347.6295212073137,IL,55
2010-07-29,158.83228234738016,IL,55
2010-07-30,372.6551724137931,IL,55
2010-07-31,,IL,55
2010-08-01,329.99466631255746,IL,55
2010-08-02,,IL,55
2010-08-03,216.5,IL,55
2010-08-04,,IL,55
2010-08-05,222.7505723397835,IL,55
2010-08-06,250.50779167067003,IL,55
2010-08-07,405.9539826381483,IL,55
2010-08-08,244.65930114165673,IL,55
2010-08-09,281.45971844664865,IL,55
2010-08-10,329.87047297839877,IL,55
2010-08-11,62.25015059948326,IL,55
2010-08-12,157.8131931577874,IL,55
2010-08-13,183.79838804039974,IL,55
2010-08-14,152.0603406957801,IL,55
2010-08-15,,IL,55
2010-08-16,50.94256800583458,IL,55
2010-08-17,,IL,55
2010-08-18,144.86405875815748,IL,55
2010-08-19,306.7558945021396,IL,55
2010-08-20,404.40661557368503,IL,55
2010-08-21,242.00248664256117,IL,55
2010-08-22,134.411086265871,IL,55
2010-08-23,222.88488573402898,IL,55
2010-08-24,261.8680601451191,IL,55
2010-08-25,120.25803177819371,IL,55
2010-08-26,158.17393857187213,IL,55
2010-08-27,119.90328455095373,IL,55
2010-08-28,64.76282369277736,IL,55
2010-08-29,361.87469238511545,IL,55
2010-08-30,211.20982695443294,IL,55
2010-08-31,,IL,55
2010-09-01,369.0,IL,55
2010-09-02,277.7343891859175,IL,55
2010-09-03,134.9247963829459,IL,55
2010-09-04,68.68475539052221,IL,55
2010-09-05,176.12850656976977,IL,55
2010-09-06,240.06797583081573,IL,55
2010-09-07,105.09579972091187,IL,55
2010-09-08,46.76021115010975,IL,55
2010-09-09,206.11981119247886,IL,55
2010-09-10,45.360663182537955,IL,55
2010-09-11,,IL,55
2010-09-12,41.84046717067975,IL,55
2010-09-13,49.607978352792074,IL,55
2010-09-14,,IL,55
2010-09-15,306.93333333333334,IL,55
2010-09-16,333.4995474510848,IL,55
2010-09-17,95.23255107090544,IL,55
2010-09-18,,IL,55
2010-09-19,139.64415089578307,IL,55
2010-09-20,360.0424886191199,IL,55
2010-09-21,315.6487826189194,IL,55
2010-09-22,306.72211703174014,IL,55
2010-09-23,211.1744730954905,IL,55
2010-09-24,69.76664309107052,IL,55
2010-09-25,261.61088396646306,IL,55
2010-09-26,298.75505488241146,IL,55
2010-09-27,131.98711996066606,IL,55
2010-09-28,53.830317194839914,IL,55
2010-09-29,86.14049569097415,IL,55
2010-09-30,,IL,55
2010-10-01,118.96845371845181,IL,55
2010-10-02,272.2128257941852,IL,55
2010-10-03,150.13581090602796,IL,55
2010-10-04,156.3494626909082,IL,55
2010-10-05,53.9434063672958,IL,55
2010-10-06,57.356026184879525,IL,55
2010-10-07,21.700898472369413,IL,55
2010-10-08,80.62823447671344,IL,55
2010-10-09,127.52027545388972,IL,55
2010-10-10,131.11743621850965,IL,55
2010-10-11,188.6004540289835,IL,55
2010-10-12,192.23742621265896,IL,55
2010-10-13,,IL,55
2010-10-14,168.5,IL,55
2010-10-15,,IL,55
2010-10-16,104.22759626492399,IL,55
2010-10-17,52.754579625449594,IL,55
2010-10-18,190.4903441401222,IL,55
2010-10-19,108.00172746152572,IL,55
2010-10-20,84.57923105230888,IL,55
2010-10-21,51.00629501285711,IL,55
2010-10-22,51.37852066400626,IL,55
2010-10-23,203.24904146808376,IL,55
2010-10-24,152.16812809051532,IL,55
2010-10-25,237.97499162127818,IL,55
2010-10-26,134.71685366993927,IL,55
2010-10-27,83.93556051305202,IL,55
2010-10-28,,IL,55
2010-10-29,62.54320790540004,IL,55
2010-10-30,54.92385074508433,IL,55
2010-10-31,,IL,55
2010-11-01,21.846037424106598,IL,55
2010-11-02,28.506486946159413,IL,55
2010-11-03,88.25762617583665,IL,55
2010-11-04,129.21237864446826,IL,55
2010-11-05,98.10554914239981,IL,55
2010-11-06,36.72776936486379,IL,55
2010-11-07,80.53149516649549,IL,55
2010-11-08,38.926342117203035,IL,55
2010-11-09,76.97280026005146,IL,55
2010-11-10,203.7981688986062,IL,55
2010-11-11,205.95819813623004,IL,55
2010-11-12,246.28648051313974,IL,55
2010-11-13,,IL,55
2010-11-14,146.9745815468113,IL,55
2010-11-15,,IL,55
2010-11-16,,IL,55
2010-11-17,,IL,55
2010-11-18,,IL,55
2010-11-19,237.05820555094203,IL,55
2010-11-20,125.0017995092248,IL,55
2010-11-21,,IL,55
2010-11-22,,IL,55
2010-11-23,53.47214208162494,IL,55
2010-11-24,,IL,55
2010-11-25,,IL,55
2010-11-26,79.93917509880202,IL,55
2010-11-27,33.87626506850827,IL,55
2010-11-28,68.05292656640444,IL,55
2010-11-29,,IL,55
2010-11-30,,IL,55
2010-12-01,,IL,55
2010-12-02,108.97968124758978,IL,55
2010-12-03,,IL,55
2010-12-04,,IL,55
2010-12-05,85.05964153275649,IL,55
2010-12-06,158.4232583957813,IL,55
2010-12-07,80.63202967311872,IL,55
2010-12-08,88.41960003651752,IL,55
2010-12-09,219.3422459893048,IL,55
2010-12-10,91.49430360319776,IL,55
2010-12-11,,IL,55
2010-12-12,,IL,55
2010-12-13,,IL,55
2010-12-14,,IL,55
2010-12-15,56.72526094697999,IL,55
2010-12-16,,IL,55
2010-12-17,65.7949726900565,IL,55
2010-12-18,99.10731690779605,IL,55
2010-12-19,93.3544248634033,IL,55
2010-12-20,,IL,55
2010-12-21,,IL,55
2010-12-22,118.83333333333333,IL,55
2010-12-23,,IL,55
2010-12-24,,IL,55
2010-12-25,,IL,55
2010-12-26,,IL,55
2010-12-27,106.31945187087211,IL,55
2010-12-28,165.25239185714892,IL,55
2010-12-29,106.95120085985089,IL,55
2010-12-30,,IL,55
2010-12-31,,IL,55
